Account Type,Account Address,Original Vesting,Delegated Free,Delegated Vesting,End Time,Start Time,Periods
Periodic,quick1dr5mtz4d87yzreeadn0xgsv53gh8ckwat0lhw6,2775894188uqck,69986990uqck,2159000000uqck,1718496000,1671195600,"{length: 7729200, amount: 462649029uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2592000, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2592000, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2592000, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2592000, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2505600, amount: 154216343uqck}; {length: 2678400, amount: 154216343uqck}; {length: 2592000, amount: 154216343uqck}; {length: 2678400, amount: 154216357uqck}"
Periodic,quick1dyfn53knhg7apt6am67p0t6h4nhf3c20k2585t,9875056014uqck,,7130000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1645842669uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2592000, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2592000, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2592000, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2592000, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2505600, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}; {length: 2592000, amount: 548614223uqck}; {length: 2678400, amount: 548614223uqck}"
Periodic,quick1dy440w2qhtm07zf5gx5p3sfflexlf4gpxnphc8,14217079694uqck,,9475000000uqck,1718496000,1671195600,"{length: 7729200, amount: 2369513280uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2592000, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2592000, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2592000, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2592000, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2505600, amount: 789837760uqck}; {length: 2678400, amount: 789837760uqck}; {length: 2592000, amount: 789837760uqck}; {length: 2678400, amount: 789837774uqck}"
Periodic,quick1d9fnkjzu45feecl03gcy87a054egrrqak8u3c4,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1d9vjp2dh0jksyqaqfk7fszf6d88dc9nl60c4te,4867192850uqck,,2000000000uqck,1718496000,1671195600,"{length: 7729200, amount: 811198806uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2592000, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2592000, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2592000, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2592000, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2505600, amount: 270399602uqck}; {length: 2678400, amount: 270399602uqck}; {length: 2592000, amount: 270399602uqck}; {length: 2678400, amount: 270399616uqck}"
Periodic,quick1d93gz90y7pnzpywmwahdvju0z76tahz378d98n,17152400238uqck,1774908864uqck,14356140664uqck,1718496000,1671195600,"{length: 7729200, amount: 2858733372uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2592000, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2592000, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2592000, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2592000, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2505600, amount: 952911124uqck}; {length: 2678400, amount: 952911124uqck}; {length: 2592000, amount: 952911124uqck}; {length: 2678400, amount: 952911130uqck}"
Periodic,quick1dxk0czpv9t8g4fs770s99zk66atc2p5vycyw6k,11985110718uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1997518452uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2592000, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2592000, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2592000, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2592000, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2505600, amount: 665839484uqck}; {length: 2678400, amount: 665839484uqck}; {length: 2592000, amount: 665839484uqck}; {length: 2678400, amount: 665839490uqck}"
Periodic,quick1d8wmwg2ptj9qvurgm472xzx7ueqqaf4266l696,2457041477uqck,,2050000000uqck,1718496000,1671195600,"{length: 7729200, amount: 409506912uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2592000, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2592000, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2592000, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2592000, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2505600, amount: 136502304uqck}; {length: 2678400, amount: 136502304uqck}; {length: 2592000, amount: 136502304uqck}; {length: 2678400, amount: 136502309uqck}"
Periodic,quick1d857k35ns2fhl4nljdsr048vwmykwrkcur5rzu,24096385542uqck,3063906556uqck,24096385542uqck,1765843200,1671195600,"{length: 15678000, amount: 4016064257uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2505600, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2419200, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344067uqck}"
Periodic,quick1dg4zjqrywlkf5fgkqmfl2zp50l9kedfdpsfqxq,6770931094uqck,921041262uqck,6770001095uqck,1718496000,1671195600,"{length: 7729200, amount: 1128488514uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2592000, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2592000, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2592000, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2592000, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2505600, amount: 376162838uqck}; {length: 2678400, amount: 376162838uqck}; {length: 2592000, amount: 376162838uqck}; {length: 2678400, amount: 376162848uqck}"
Periodic,quick1dfnv38z6pa69lh4n27eq9wwmav4x2ljtljmluh,6358298175uqck,,4500000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1059716361uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2592000, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2592000, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2592000, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2592000, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2505600, amount: 353238787uqck}; {length: 2678400, amount: 353238787uqck}; {length: 2592000, amount: 353238787uqck}; {length: 2678400, amount: 353238796uqck}"
Periodic,quick1dfa4v5zg8lyfw2jh08qryjrgv2vkf536xew3nf,7024137659uqck,,5073137629uqck,1718496000,1671195600,"{length: 7729200, amount: 1170689607uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2592000, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2592000, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2592000, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2592000, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2505600, amount: 390229870uqck}; {length: 2678400, amount: 390229870uqck}; {length: 2592000, amount: 390229870uqck}; {length: 2678400, amount: 390229872uqck}"
Periodic,quick1dvj77cx8vz4zsjpr93r4pf70vlmeux60zup2z3,12632194161uqck,4182171531uqck,10526828469uqck,1718496000,1671195600,"{length: 7729200, amount: 2105365692uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2592000, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2592000, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2592000, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2592000, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2505600, amount: 701788564uqck}; {length: 2678400, amount: 701788564uqck}; {length: 2592000, amount: 701788564uqck}; {length: 2678400, amount: 701788573uqck}"
Periodic,quick1dd342rksawlvf54ymgw8wss32sq49zv0wc6u4e,1406703136uqck,78897560uqck,1094102440uqck,1718496000,1671195600,"{length: 7729200, amount: 234450522uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2505600, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150178uqck}"
Periodic,quick1dwyxcal54ez2nx6xejwa3tvgtj9gljjevnzarl,12397743638uqck,,8384864086uqck,1718496000,1671195600,"{length: 7729200, amount: 2066290605uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2592000, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2592000, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2592000, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2592000, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2505600, amount: 688763535uqck}; {length: 2678400, amount: 688763535uqck}; {length: 2592000, amount: 688763535uqck}; {length: 2678400, amount: 688763543uqck}"
Periodic,quick1dw242emh7rdwlfj3vdfa0r9u44nugqzllddxjq,468901045uqck,,390000000uqck,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1d08gts3332fp8p67ep0r5a654ll5rlvzpxffq2,1491105324uqck,85437360uqck,1242000000uqck,1718496000,1671195600,"{length: 7729200, amount: 248517552uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2505600, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839196uqck}"
Periodic,quick1d04jsq0kw4797kk4vp53y7hgmy8zdn8x7es279,1000000000000uqck,120487380584uqck,1000000000000uqck,1765843200,1671195600,"{length: 15678000, amount: 166666666666uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2505600, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2419200, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777777uqck}; {length: 2678400, amount: 27777777777uqck}; {length: 2592000, amount: 27777777801uqck}"
Periodic,quick1d38gxxkcdudjhwu3r4s0m09v8pwddjgfn3kmyn,136546184738uqck,,136546000000uqck,1765843200,1671195600,"{length: 15678000, amount: 22757697456uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2505600, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2419200, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949576uqck}; {length: 2678400, amount: 3792949576uqck}; {length: 2592000, amount: 3792949578uqck}"
Periodic,quick1d3ttu3zxxzqs406qwtadcmdye35gwkrxh5u9pn,1666666666667uqck,,1500000000000uqck,1765843200,1671195600,"{length: 15678000, amount: 277777777777uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2505600, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2419200, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296296uqck}; {length: 2678400, amount: 46296296296uqck}; {length: 2592000, amount: 46296296306uqck}"
