Account Type,Account Address,Original Vesting,Delegated Free,Delegated Vesting,End Time,Start Time,Periods
Periodic,quick1v2yc8f450y5kj0t5k5lrv8e5kc3e45kkxufeuj,5017241185uqck,,4081000000uqck,1718496000,1671195600,"{length: 7729200, amount: 836206863uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2592000, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2592000, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2592000, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2592000, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2505600, amount: 278735621uqck}; {length: 2678400, amount: 278735621uqck}; {length: 2592000, amount: 278735621uqck}; {length: 2678400, amount: 278735628uqck}"
Periodic,quick1v29cwr8ut5de7dvjrv9g44djyw9hk7he0vpjhx,8552755067uqck,1331092690uqck,8552755067uqck,1718496000,1671195600,"{length: 7729200, amount: 1425459177uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2592000, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2592000, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2592000, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2592000, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2505600, amount: 475153059uqck}; {length: 2678400, amount: 475153059uqck}; {length: 2592000, amount: 475153059uqck}; {length: 2678400, amount: 475153064uqck}"
Periodic,quick1vt85f28cf25u35hx5a8ha0rcag6mp9enscc263,468901045uqck,,,1718496000,1671195600,"{length: 7729200, amount: 78150174uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2505600, amount: 26050058uqck}; {length: 2678400, amount: 26050058uqck}; {length: 2592000, amount: 26050058uqck}; {length: 2678400, amount: 26050059uqck}"
Periodic,quick1vdwg0fpz2d35c8xkd44ael7c536d2yss0mqjyp,8412084753uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1402014123uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2592000, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2592000, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2592000, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2592000, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2505600, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}; {length: 2592000, amount: 467338042uqck}; {length: 2678400, amount: 467338042uqck}"
Periodic,quick1vdkj9j4pguzvstd6nz4fccsa3njknc4us8z0af,10203286746uqck,,6783524293uqck,1718496000,1671195600,"{length: 7729200, amount: 1700547789uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2592000, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2592000, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2592000, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2592000, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2505600, amount: 566849263uqck}; {length: 2678400, amount: 566849263uqck}; {length: 2592000, amount: 566849263uqck}; {length: 2678400, amount: 566849275uqck}"
Periodic,quick1vd64r527zr5gug52h26jy6wkepqchn2me5zncz,5692458690uqck,160410201uqck,4743715575uqck,1718496000,1671195600,"{length: 7729200, amount: 948743115uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2592000, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2592000, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2592000, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2592000, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2505600, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}; {length: 2592000, amount: 316247705uqck}; {length: 2678400, amount: 316247705uqck}"
Periodic,quick1vdmkv0tc95jgeglknk3zsqcx4y4f4gluhhjyek,16514694816uqck,,11005000001uqck,1718496000,1671195600,"{length: 7729200, amount: 2752449135uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2592000, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2592000, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2592000, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2592000, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2505600, amount: 917483045uqck}; {length: 2678400, amount: 917483045uqck}; {length: 2592000, amount: 917483045uqck}; {length: 2678400, amount: 917483051uqck}"
Periodic,quick1vwfmp2mfmu6qsfjmjj7vml0ggnjd5ctzl5tw04,15183015848uqck,,10117180000uqck,1718496000,1671195600,"{length: 7729200, amount: 2530502640uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2592000, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2592000, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2592000, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2592000, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2505600, amount: 843500880uqck}; {length: 2678400, amount: 843500880uqck}; {length: 2592000, amount: 843500880uqck}; {length: 2678400, amount: 843500888uqck}"
Continuous,quick1v0z0wq5p65827480drx6pdjkgn2tw5g02anczn,50000000000uqck,,,1743206400,1680111005,N/A
Periodic,quick1v0x5v8c5qjtfzuudgxkhysw50h7yk2fqmqtm08,10025104349uqck,310746374uqck,8354253626uqck,1718496000,1671195600,"{length: 7729200, amount: 1670850723uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2592000, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2592000, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2592000, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2592000, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2505600, amount: 556950241uqck}; {length: 2678400, amount: 556950241uqck}; {length: 2592000, amount: 556950241uqck}; {length: 2678400, amount: 556950252uqck}"
Periodic,quick1v0eq95kl6842fghyvt3w8rvyv2zldp4zqcwxt7,5261069729uqck,,3491496313uqck,1718496000,1671195600,"{length: 7729200, amount: 876844953uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2592000, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2592000, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2592000, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2592000, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2505600, amount: 292281651uqck}; {length: 2678400, amount: 292281651uqck}; {length: 2592000, amount: 292281651uqck}; {length: 2678400, amount: 292281662uqck}"
Periodic,quick1vsc0p654q2zhmcsul286a9j83k7ty72m8gnwum,10700321854uqck,1812106888uqck,10700000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1783386975uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2592000, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2592000, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2592000, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2592000, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2505600, amount: 594462325uqck}; {length: 2678400, amount: 594462325uqck}; {length: 2592000, amount: 594462325uqck}; {length: 2678400, amount: 594462329uqck}"
Periodic,quick1vnydgn49p6r8gf229rdtuhxns4v76d8rkqsp7v,3694940237uqck,56823325uqck,3079116866uqck,1718496000,1671195600,"{length: 7729200, amount: 615823371uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2592000, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2592000, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2592000, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2592000, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2505600, amount: 205274457uqck}; {length: 2678400, amount: 205274457uqck}; {length: 2592000, amount: 205274457uqck}; {length: 2678400, amount: 205274468uqck}"
Periodic,quick1v486k9lqyaqce6ykpgzn8e0xh2ykqlq2n7zyzj,7174185993uqck,,5180999974uqck,1718496000,1671195600,"{length: 7729200, amount: 1195697664uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2592000, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2592000, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2592000, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2592000, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2505600, amount: 398565888uqck}; {length: 2678400, amount: 398565888uqck}; {length: 2592000, amount: 398565888uqck}; {length: 2678400, amount: 398565897uqck}"
Periodic,quick1v4j7jew6ctheq2avfu5mun38ke4vtz00y7u4tt,2091298662uqck,,1511000000uqck,1718496000,1671195600,"{length: 7729200, amount: 348549777uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2592000, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2592000, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2592000, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2592000, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2505600, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}; {length: 2592000, amount: 116183259uqck}; {length: 2678400, amount: 116183259uqck}"
Periodic,quick1v4c9x9279297edmh7v2rfy60t2gqakmvyk0j06,4717144516uqck,267992616uqck,3930000000uqck,1718496000,1671195600,"{length: 7729200, amount: 786190752uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2505600, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063588uqck}"
Periodic,quick1vhd4n5u8rsmsdgs4h7zsn4h4klsej6n8spvsl3,9912568098uqck,,,1718496000,1671195600,"{length: 7729200, amount: 1652094681uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2592000, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2592000, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2592000, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2592000, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2505600, amount: 550698227uqck}; {length: 2678400, amount: 550698227uqck}; {length: 2592000, amount: 550698227uqck}; {length: 2678400, amount: 550698239uqck}"
Periodic,quick1vhmdkhr4r3kfyxvd9svu9duzkzrvxc2y3yhrxn,7816580426uqck,,6070000000uqck,1718496000,1671195600,"{length: 7729200, amount: 1302763404uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2592000, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2592000, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2592000, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2592000, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2505600, amount: 434254468uqck}; {length: 2678400, amount: 434254468uqck}; {length: 2592000, amount: 434254468uqck}; {length: 2678400, amount: 434254470uqck}"
Periodic,quick1vcec8pp7qa9dqcwlkfvphan6s4y9nc4w9e36ye,4426425868uqck,,3478425868uqck,1718496000,1671195600,"{length: 7729200, amount: 737737644uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2592000, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2592000, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2592000, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2592000, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2505600, amount: 245912548uqck}; {length: 2678400, amount: 245912548uqck}; {length: 2592000, amount: 245912548uqck}; {length: 2678400, amount: 245912552uqck}"
Periodic,quick1vmvjqa9txw37lfmmnfh60t66dpj8snsma72lk2,8946631945uqck,,6468631823uqck,1718496000,1671195600,"{length: 7729200, amount: 1491105324uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2592000, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2592000, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2592000, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2592000, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2505600, amount: 497035108uqck}; {length: 2678400, amount: 497035108uqck}; {length: 2592000, amount: 497035108uqck}; {length: 2678400, amount: 497035109uqck}"
Periodic,quick1vmdly5q0xh6tjw00xnq9ujt6w54v22m44s2njv,581437296uqck,,,1718496000,1671195600,"{length: 7729200, amount: 96906216uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2592000, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2592000, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2592000, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2592000, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2505600, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}; {length: 2592000, amount: 32302072uqck}; {length: 2678400, amount: 32302072uqck}"
Periodic,quick1vm32ssyep6arr03r5rrsqu6p0tpa3exazqm6ne,24096385542uqck,3775563841uqck,24096385542uqck,1765843200,1671195600,"{length: 15678000, amount: 4016064257uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2505600, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2419200, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344067uqck}"
Periodic,quick1vm5rl4t6ej84wfc0yny2gp6hd68jt858gpu7pn,17433740865uqck,2297344002uqck,14528117388uqck,1718496000,1671195600,"{length: 7729200, amount: 2905623477uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2592000, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2592000, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2592000, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2592000, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2505600, amount: 968541159uqck}; {length: 2678400, amount: 968541159uqck}; {length: 2592000, amount: 968541159uqck}; {length: 2678400, amount: 968541162uqck}"
Periodic,quick1vmc27mhp37z9wpx6e6u94rsjj4egp8clravfl9,1416081157uqck,,,1718496000,1671195600,"{length: 7729200, amount: 236013525uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2592000, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2592000, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2592000, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2592000, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2505600, amount: 78671175uqck}; {length: 2678400, amount: 78671175uqck}; {length: 2592000, amount: 78671175uqck}; {length: 2678400, amount: 78671182uqck}"
Periodic,quick1vu62pzyh3u4255d84xrsjjls6gx9pt35x76she,1491105324uqck,89165752uqck,1238000000uqck,1718496000,1671195600,"{length: 7729200, amount: 248517552uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2505600, amount: 82839184uqck}; {length: 2678400, amount: 82839184uqck}; {length: 2592000, amount: 82839184uqck}; {length: 2678400, amount: 82839196uqck}"
Periodic,quick1va24lde7dwpn456crrmq9whkrywxcsda8pm8kn,10193908725uqck,,7363908796uqck,1718496000,1671195600,"{length: 7729200, amount: 1698984786uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2592000, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2592000, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2592000, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2592000, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2505600, amount: 566328262uqck}; {length: 2678400, amount: 566328262uqck}; {length: 2592000, amount: 566328262uqck}; {length: 2678400, amount: 566328271uqck}"
Periodic,quick1vath9x9rp6j39tlzr9ar3n7lf8xgzqzmv8dlqp,1903738244uqck,,,1718496000,1671195600,"{length: 7729200, amount: 317289705uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2592000, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2592000, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2592000, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2592000, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2505600, amount: 105763235uqck}; {length: 2678400, amount: 105763235uqck}; {length: 2592000, amount: 105763235uqck}; {length: 2678400, amount: 105763249uqck}"
Periodic,quick1vav0xc532494sj6q8zrmvmjhxl0pr5k3k8mzpw,4717144516uqck,46236uqck,3930953764uqck,1718496000,1671195600,"{length: 7729200, amount: 786190752uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2505600, amount: 262063584uqck}; {length: 2678400, amount: 262063584uqck}; {length: 2592000, amount: 262063584uqck}; {length: 2678400, amount: 262063588uqck}"
Periodic,quick1v7f20y55mqm57ed5w7ajk3j06m3t3xvm8uakat,1406703136uqck,,1106000000uqck,1718496000,1671195600,"{length: 7729200, amount: 234450522uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2505600, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150178uqck}"
Periodic,quick1vl24cwv4xu22yazjl330g0wnycj57dkcuzvx3y,1406703136uqck,,,1718496000,1671195600,"{length: 7729200, amount: 234450522uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2505600, amount: 78150174uqck}; {length: 2678400, amount: 78150174uqck}; {length: 2592000, amount: 78150174uqck}; {length: 2678400, amount: 78150178uqck}"
Periodic,quick1dqawmu7s0svgwcm6732kej2ecq0q9guzeq7wts,9856299973uqck,251050614uqck,8213583313uqck,1718496000,1671195600,"{length: 7729200, amount: 1642716660uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2592000, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2592000, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2592000, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2592000, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2505600, amount: 547572220uqck}; {length: 2678400, amount: 547572220uqck}; {length: 2592000, amount: 547572220uqck}; {length: 2678400, amount: 547572233uqck}"
Periodic,quick1dpfjsfjjacyrpwyh8cln0cjem05muq9hz5s0el,15323686161uqck,,15320686167uqck,1718496000,1671195600,"{length: 7729200, amount: 2553947691uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2592000, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2592000, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2592000, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2592000, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2505600, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}; {length: 2592000, amount: 851315898uqck}; {length: 2678400, amount: 851315898uqck}"
Periodic,quick1dphev247qv92svkzqn05flyh9lseag4ecu0c0z,1097228446uqck,,,1718496000,1671195600,"{length: 7729200, amount: 182871405uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2592000, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2592000, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2592000, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2592000, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2505600, amount: 60957136uqck}; {length: 2678400, amount: 60957136uqck}; {length: 2592000, amount: 60957136uqck}; {length: 2678400, amount: 60957137uqck}"
Periodic,quick1dz47tnhgqzrud3wczegeekv7v7l7mtrfn5ufyy,7746245269uqck,1721387801uqck,6024857433uqck,1718496000,1671195600,"{length: 7729200, amount: 1291040877uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2592000, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2592000, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2592000, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2592000, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2505600, amount: 430346959uqck}; {length: 2678400, amount: 430346959uqck}; {length: 2592000, amount: 430346959uqck}; {length: 2678400, amount: 430346966uqck}"
Periodic,quick1drq2777hjnlzc4wd62rl2ykdhhm2n7nekmf508,24096385542uqck,,,1765843200,1671195600,"{length: 15678000, amount: 4016064257uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2505600, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2419200, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344042uqck}; {length: 2678400, amount: 669344042uqck}; {length: 2592000, amount: 669344067uqck}"
